FLMUSDT,Buy Breakout,2025-05-24 21:33,0.0394,0.0402,0.041,0.0388,6
FLMUSDT,Buy Breakout,2025-05-24 21:40,0.04,0.0408,0.0416,0.0394,6
FLMUSDT,Buy Breakout,2025-05-24 21:47,0.0413,0.0421,0.043,0.0407,6
FLMUSDT,Buy Breakout,2025-05-24 21:55,0.0409,0.0417,0.0425,0.0403,6
FLMUSDT,Buy Breakout,2025-05-24 22:25,0.0407,0.0415,0.0423,0.0401,6
FLMUSDT,Buy Breakout,2025-05-24 22:33,0.0403,0.0411,0.0419,0.0397,6
FLMUSDT,Buy Breakout,2025-05-24 22:41,0.0411,0.0419,0.0427,0.0405,6
BSWUSDT,Buy Breakout,2025-05-24 22:41,0.0326,0.0333,0.0339,0.0321,6
FLMUSDT,Buy Breakout,2025-05-24 22:49,0.0409,0.0417,0.0425,0.0403,6
